PDB_File,LigVol,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,FractionCSP3,NumHeteroatoms,HeavyAtomCount,NumAtoms,MolMR,BertzCT,NumCarbons,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
DB00187,292.73600000000005,295.3789999999995,1.5298999999999994,67.78999999999999,2,5,13,1,0.5625,5,21,46,81.41950000000004,1273.7975068385572,16,0.5068325467850157,0.9787613887323175,0.0007912220848314016,0.20500279004634397,0.8610084499486701,1088.2007295488206,4570.425715523336,5308.223996867635,4.308599777593183,0.18406495159614092
DB00189,136.58400000000003,144.60100000000008,1.5131999999999999,20.23,1,1,4,0,0.42857142857142855,2,9,18,39.06680000000001,399.36477611901563,7,0.28263853622942076,0.9352734072074906,0.002880492803433721,0.3539260569250187,0.8073544271836278,280.28343838290886,639.3653996846903,791.9265419959982,2.432749373499455,0.4173275022990858
DB00190,202.88800000000006,226.2320000000001,-0.053100000000000425,115.81,5,6,8,1,0.3,6,16,30,56.83950000000002,817.1381217274626,10,0.45409219190326594,0.9718210441647317,0.002031747798558087,0.23571987213336648,0.9014445245058488,443.67934108042147,1696.7271746483143,1882.2313836543865,2.9816966351601732,0.28340954902787646
DB00191,162.72800000000004,149.2370000000001,1.9663999999999997,26.02,1,1,5,1,0.4,1,11,26,48.41240000000003,656.8444838090409,10,0.43070863341099336,0.9681949176740716,0.004288718211570173,0.2501971250636137,0.9065336384513321,211.37635855992377,765.8752248220314,844.8392782538185,2.470766828756931,0.3232753412477855
DB00192,304.29600000000005,308.42499999999956,3.2166000000000015,55.120000000000005,2,2,8,2,0.35,3,23,47,94.22510000000005,1574.5189461631953,20,0.17322517463003084,0.8822507532846006,0.0006029462224497634,0.4707797875108435,0.9388422985972512,1557.0912689074426,3105.1952203727583,3307.4726447799717,3.594453035204517,0.45426633900162927
DB00193,268.29600000000005,263.381,2.6346000000000007,32.7,1,3,8,1,0.625,3,19,44,77.40280000000006,1281.0272798088497,16,0.2832805011890311,0.9355456797446154,0.0008697213214899412,0.353205720665996,0.8142666133025455,936.2385320249539,2158.3675861133897,2650.6890382738015,3.302546593202531,0.2949781264021771
DB00194,221.65600000000006,267.2449999999998,-1.9799999999999986,139.54,4,9,6,2,0.5,9,19,32,62.74480000000002,1057.7704253196753,10,0.36482137370134854,0.9565317333466999,0.0012130281531241827,0.29162826183475055,0.8200369569579117,676.0246700341514,1900.9310337604031,2318.104102054474,3.0262807058136643,0.18641076479745503
DB00195,314.65600000000006,307.43399999999946,2.3934,50.72,2,4,14,1,0.6666666666666666,4,22,51,88.32950000000005,1457.9129611204646,18,0.25341664264359043,0.9251934204686357,0.0005066929172860964,0.3794958955266132,0.799632846323606,1578.1409588405704,3325.288525364442,4158.519176210429,3.8390153890089396,0.3591297638335235
DB00196,251.14400000000006,306.27599999999984,0.7357999999999996,81.65,1,7,6,3,0.23076923076923078,9,22,34,70.29880000000003,1192.5360615557875,13,0.16540285722851444,0.8758039674684515,0.0005185833781965859,0.48266697687589905,0.7225051613833606,1393.2285371272958,2085.5265789602095,2886.521357116826,3.2235703669010296,0.3782605003221473
DB00197,394.2800000000001,441.54899999999975,4.374260000000003,84.86,2,6,10,2,0.4166666666666667,7,31,58,120.23050000000003,2060.227896677503,24,0.44634817079357414,0.9709466693933034,0.00034962955501280645,0.23929597822372825,0.8597423795316407,2459.009449301703,8834.726980897512,10276.016619897673,4.942175186366984,0.2535002171492553
DB00198,310.27200000000005,312.4099999999995,1.2854000000000005,90.64999999999999,2,5,12,0,0.75,6,22,50,84.15610000000005,1350.9668802535584,16,0.2991287297847245,0.9391518106738821,0.0005451140233035249,0.3435023675434696,0.7610157059910565,1396.0670125107301,3092.9304235500795,4064.2136544635623,3.699875700606251,0.16906677665757872
DB00201,167.49600000000004,194.19400000000007,-1.0293,61.82,0,6,3,2,0.375,6,14,24,51.19600000000002,924.4226056352684,8,0.27349378912238875,0.9145562460321268,0.0012540249031179945,0.40445874059491393,0.6036583963485771,481.3767213455228,718.4591912133059,1190.1750982992012,2.480658889168088,0.06583910166349735
DB00202,300.83200000000005,290.4039999999994,0.2654000000000025,52.6,0,4,15,0,0.8571428571428571,6,20,50,76.95080000000006,1105.0294020976783,14,0.8773748148142122,0.9990799154008974,0.0028911632510857013,0.04288732496362917,0.987047273863071,341.4014319296605,7857.318052942154,7960.427287530473,5.274641142613266,0.08292842259181933
DB00203,419.9040000000001,474.5869999999998,1.610899999999999,113.42000000000002,1,8,11,3,0.5,11,33,63,125.98550000000007,2504.8248635834143,22,0.38369504030583207,0.9602763428889541,0.0003344776200779266,0.27905079338324007,0.8714368894240995,2605.3668081621486,8136.1988603827385,9336.532523611266,4.599264330429492,0.17183191906396353
DB00204,386.70400000000006,441.5749999999998,1.9828999999999997,104.81,2,6,14,2,0.3684210526315789,10,29,56,116.51300000000002,2056.4229815988874,19,0.31670429111105125,0.9448412966503301,0.00034445162560329694,0.3275285089028477,0.7909659518822167,2296.304888957522,5545.468357518856,7011.007672735621,4.100970554032155,0.25841847866394896
DB00205,218.83200000000005,248.7170000000001,2.5238000000000005,77.82,2,4,5,2,0.16666666666666666,5,17,30,70.68080000000002,962.3008850958305,12,0.5177669215354244,0.9799482630207109,0.0017045329543190595,0.19925210614367864,0.8840956845489873,518.6732719416228,2301.389984223462,2603.1005743428022,3.3018598020652496,0.28899235505218
DB00206,547.7040000000002,608.6880000000019,4.171100000000004,117.78,1,10,14,3,0.5151515151515151,11,44,84,160.68719999999962,3206.490342873225,33,0.6308593225335877,0.9895550749503331,0.0003257288371568074,0.1441553108284285,0.9442313524459375,2898.8264001672655,18987.595785448764,20109.050325710203,5.873390389241191,0.17056097986671226
